src_url,vcs,name,web_url,description
https://github.com/TryGhost/Ghost,git,Ghost,https://ghost.org/,"The #1 headless Node.js CMS for professional publishing."
https://github.com/strapi/strapi,git,strapi,https://strapi.io/,"The most advanced open-source headless CMS to build powerful APIs with no effort."
https://github.com/WordPress/WordPress,git,WordPress,https://wordpress.org/,"WordPress is open source software you can use to create a beautiful website, blog, or app."
https://github.com/Automattic/wp-calypso,git,Calypso,https://developer.wordpress.com/calypso/,"Calypso is the new WordPress.com front-end â€“ a beautiful redesign of the WordPress dashboard using a single-page web application, powered by the WordPress.com REST API."
https://github.com/octobercms/october,git,October,https://octobercms.com/,"Free, open-source, self-hosted CMS platform based on the Laravel PHP Framework."
https://github.com/wagtail/wagtail,git,Wagtail,https://wagtail.io/,"Wagtail is an open source content management system built on Django, with a strong community and commercial support."
https://github.com/WordPress/gutenberg,git,Gutenberg,https://wordpress.org/gutenberg/,"The Block Editor project for WordPress and beyond."
https://github.com/wordpress-mobile/WordPress-Android,git,WordPress for Android,https://apps.wordpress.com/mobile/,"WordPress for Android."
https://github.com/drupal/drupal,git,Drupal,https://www.drupal.org/,"Drupal is an open source content management platform supporting a variety of websites ranging from personal weblogs to large community-driven websites."
https://github.com/wordpress-mobile/WordPress-iOS,git,WordPress for iOS,http://ios.wordpress.org/,"WordPress for iOS."
https://github.com/umbraco/Umbraco-CMS,git,Umbraco,https://umbraco.com/,"The simple, flexible and friendly ASP.NET CMS used by more than 500.000 websites."
https://github.com/OrchardCMS/OrchardCore,git,Orchard Core,http://www.orchardproject.net/,"Open-source, modular, multi-tenant application framework and CMS for ASP.NET Core."
https://github.com/joomla/joomla-cms,git,Joomla!,https://www.joomla.org/,"An award-winning content management system (CMS), which enables you to build web sites and powerful online applications."
